Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Grasswil;3365;00;Seeberg;988;BE;7.66913244533972;47.13960372485318;de;2008-07-01
Seeberg;3365;02;Seeberg;988;BE;7.6651478486163285;47.159910643858865;de;2008-07-01
Rüedisbach;3474;00;Seeberg;988;BE;7.697373012806141;47.1360871974065;de;2008-07-01
Riedtwil;3475;00;Seeberg;988;BE;7.694356394020064;47.13988509143078;de;2008-07-01
Hermiswil;3475;01;Seeberg;988;BE;7.699145900786196;47.15549092439854;de;2008-07-01
Oschwand;3476;00;Seeberg;988;BE;7.715135220157195;47.128683992346176;de;2008-07-01
Oeschenbach;4943;00;Seeberg;988;BE;7.728383115602629;47.113458275283584;de;2008-07-01
Herzogenbuchsee;3360;00;Thörigen;989;BE;7.716332201091647;47.182888300234104;de;2008-07-01
Thörigen;3367;00;Thörigen;989;BE;7.732847431581839;47.17543888136569;de;2008-07-01
Oschwand;3476;00;Thörigen;989;BE;7.722809835579021;47.1588923987879;de;2008-07-01
Walliswil b. Niederbipp;3380;02;Walliswil bei Niederbipp;990;BE;7.695605560942527;47.23486829246728;de;2008-07-01
Walliswil b. Wangen;3377;00;Walliswil bei Wangen;991;BE;7.686122833605771;47.22773666952828;de;2008-07-01
Wangenried;3374;00;Wangen an der Aare;992;BE;7.6614723875912505;47.21808095476129;de;2008-07-01
Wangen an der Aare;3380;00;Wangen an der Aare;992;BE;7.647496617077724;47.23164703619292;de;2008-07-01
Attiswil;4536;00;Wangen an der Aare;992;BE;7.620642579574036;47.232938957329274;de;2008-07-01
Wangen an der Aare;3380;00;Wiedlisbach;995;BE;7.659240212954305;47.239114239888806;de;2008-07-01
Wiedlisbach;4537;00;Wiedlisbach;995;BE;7.647549951837861;47.24736164689151;de;2008-07-01
Rumisberg;4539;00;Wiedlisbach;995;BE;7.633472103479639;47.25684567700896;de;2008-07-01
Wolhusen;6110;00;Doppleschwand;1001;LU;8.058444204633165;47.028744780096346;de;2008-07-01
Doppleschwand;6112;00;Doppleschwand;1001;LU;8.049501168753883;47.01000468286465;de;2008-07-01
Schachen LU;6105;00;Entlebuch;1002;LU;8.119344487431281;47.00716075219895;de;2008-07-01
Wolhusen;6110;00;Entlebuch;1002;LU;8.067942026486284;47.03108440905073;de;2008-07-01
Entlebuch;6162;00;Entlebuch;1002;LU;8.07202567147058;46.99083392956755;de;2008-07-01
Rengg;6162;02;Entlebuch;1002;LU;8.110363612953895;47.00390272844008;de;2008-07-01
Finsterwald b. Entlebuch;6162;03;Entlebuch;1002;LU;8.113371736500671;46.91590473708029;de;2008-07-01
Ebnet;6163;00;Entlebuch;1002;LU;8.08562773746902;47.020044295550385;de;2008-07-01
Hasle LU;6166;00;Entlebuch;1002;LU;8.016259494458295;46.97825445076841;de;2008-07-01
Schüpfheim;6170;00;Entlebuch;1002;LU;8.015728049782735;46.973084543318095;de;2008-07-01
Schüpfheim;6170;00;Flühli;1004;LU;8.041656369875682;46.91327924993643;de;2008-07-01
Flühli LU;6173;00;Flühli;1004;LU;8.019786518930035;46.87913376522942;de;2008-07-01
Sörenberg;6174;00;Flühli;1004;LU;8.003183977431073;46.81709679234931;de;2008-07-01
Wiggen;6192;00;Flühli;1004;LU;7.975052480138033;46.86870366927372;de;2008-07-01
Schangnau;6197;00;Flühli;1004;LU;7.96854063851931;46.79050901975717;de;2008-07-01
Entlebuch;6162;00;Hasle (LU);1005;LU;8.059205046404397;46.99374153870197;de;2008-07-01
Finsterwald b. Entlebuch;6162;03;Hasle (LU);1005;LU;8.103219872493275;46.92772079746663;de;2008-07-01
Hasle LU;6166;00;Hasle (LU);1005;LU;8.083128210456708;46.96085586942208;de;2008-07-01
Schüpfheim;6170;00;Hasle (LU);1005;LU;8.071027459372068;46.92289049919669;de;2008-07-01
Fontannen b. Wolhusen;6110;02;Romoos;1007;LU;7.968090375086352;47.02039933273539;de;2008-07-01
Romoos;6113;00;Romoos;1007;LU;8.004040042311535;47.00369280494837;de;2008-07-01
Hasle LU;6166;00;Romoos;1007;LU;8.02823643502897;46.991582115037055;de;2008-07-01
Bramboden;6167;00;Romoos;1007;LU;7.964414963814325;46.98847771931963;de;2008-07-01
Schüpfheim;6170;00;Romoos;1007;LU;7.973575967881931;46.974313731884564;de;2008-07-01
Schüpfheim;6170;00;Schüpfheim;1008;LU;8.00570899769763;46.943964468834274;de;2008-07-01
Schachen LU;6105;00;Werthenstein;1009;LU;8.13226148430722;47.030009571225904;de;2008-07-01
Werthenstein;6106;00;Werthenstein;1009;LU;8.107503770915672;47.04596153644819;de;2008-07-01
Wolhusen;6110;00;Werthenstein;1009;LU;8.071716201882227;47.05242805193202;de;2008-07-01
Trubschachen;3555;00;Escholzmatt-Marbach;1010;LU;7.8698706090240425;46.886551437932475;de;2008-07-01
Schüpfheim;6170;00;Escholzmatt-Marbach;1010;LU;7.990549777689393;46.924904432999426;de;2008-07-01
Flühli LU;6173;00;Escholzmatt-Marbach;1010;LU;8.008512322035225;46.91999849254625;de;2008-07-01
Escholzmatt;6182;00;Escholzmatt-Marbach;1010;LU;7.935835036075828;46.92795599568411;de;2008-07-01
Wiggen;6192;00;Escholzmatt-Marbach;1010;LU;7.947273989098633;46.87852784470099;de;2008-07-01
Marbach LU;6196;00;Escholzmatt-Marbach;1010;LU;7.90886341697253;46.85997326597429;de;2008-07-01
Schangnau;6197;00;Escholzmatt-Marbach;1010;LU;7.919370593350818;46.82504943124311;de;2008-07-01
Aesch LU;6287;00;Aesch (LU);1021;LU;8.246056469535887;47.25798052987679;de;2008-07-01
Inwil;6034;00;Ballwil;1023;LU;8.349493919368882;47.13940354700509;de;2008-07-01
Eschenbach LU;6274;00;Ballwil;1023;LU;8.336631242197749;47.13648280427842;de;2008-07-01
Ballwil;6275;00;Ballwil;1023;LU;8.332526933280317;47.15621008036729;de;2008-07-01
Emmenbrücke;6020;00;Emmen;1024;LU;8.261496403066852;47.07617050146106;de;2008-07-01
Rothenburg;6023;00;Emmen;1024;LU;8.24723201846502;47.08489158292622;de;2008-07-01
Emmen;6032;00;Emmen;1024;LU;8.309499503383764;47.08771672549453;de;2008-07-01
Neuenkirch;6206;00;Emmen;1024;LU;8.231789160931278;47.087862773983375;de;2008-07-01
Ermensee;6294;00;Ermensee;1025;LU;8.236763769647885;47.22442539081698;de;2008-07-01
Rain;6026;00;Eschenbach (LU);1026;LU;8.282795272153242;47.127725586832725;de;2008-07-01
Inwil;6034;00;Eschenbach (LU);1026;LU;8.337658423207424;47.11463276837983;de;2008-07-01
Eschenbach LU;6274;00;Eschenbach (LU);1026;LU;8.31388317423167;47.125266062072704;de;2008-07-01
Gelfingen;6284;00;Hitzkirch;1030;LU;8.27477302189782;47.20774996600138;de;2008-07-01
Sulz LU;6284;02;Hitzkirch;1030;LU;8.289021236982329;47.22205339487245;de;2008-07-01
Hitzkirch;6285;00;Hitzkirch;1030;LU;8.263821943597932;47.22391101573515;de;2008-07-01
Retschwil;6285;02;Hitzkirch;1030;LU;8.242473803918497;47.199157210777166;de;2008-07-01
Altwis;6286;00;Hitzkirch;1030;LU;8.251058071765257;47.24068729379664;de;2008-07-01
Schongau;6288;00;Hitzkirch;1030;LU;8.29323852897642;47.25077687420628;de;2008-07-01
Müswangen;6289;00;Hitzkirch;1030;LU;8.295365436253036;47.23395968121699;de;2008-07-01
Hämikon;6289;02;Hitzkirch;1030;LU;8.274581996201615;47.24080090927294;de;2008-07-01
Hämikon;6289;02;Hitzkirch;1030;LU;8.300210038793228;47.246362948179616;de;2008-07-01
Mosen;6295;00;Hitzkirch;1030;LU;8.228733430878538;47.24099952686257;de;2008-07-01
Eschenbach LU;6274;00;Hochdorf;1031;LU;8.309161930873861;47.14489635624464;de;2008-07-01
Ballwil;6275;00;Hochdorf;1031;LU;8.307536723830433;47.15257601559019;de;2008-07-01
Hochdorf;6280;00;Hochdorf;1031;LU;8.285010648812515;47.16975687327821;de;2008-07-01
Urswil;6280;02;Hochdorf;1031;LU;8.286605275806044;47.147697564317376;de;2008-07-01
Baldegg;6283;00;Hochdorf;1031;LU;8.28340118261166;47.18436744282264;de;2008-07-01
Ballwil;6275;00;Hohenrain;1032;LU;8.334739415743456;47.1628771612093;de;2008-07-01
Hohenrain;6276;00;Hohenrain;1032;LU;8.317999399982705;47.178990091467895;de;2008-07-01
Kleinwangen;6277;00;Hohenrain;1032;LU;8.299911074429163;47.197536350473236;de;2008-07-01
Lieli LU;6277;02;Hohenrain;1032;LU;8.306229171311246;47.21269021534386;de;2008-07-01
Hochdorf;6280;00;Hohenrain;1032;LU;8.304023823759847;47.167955579222806;de;2008-07-01
Baldegg;6283;00;Hohenrain;1032;LU;8.27563521323621;47.1959807122771;de;2008-07-01
Inwil;6034;00;Inwil;1033;LU;8.363698358563799;47.12782426523453;de;2008-07-01
Gisikon;6038;00;Inwil;1033;LU;8.395844732877627;47.13361418125361;de;2008-07-01
Rain;6026;00;Rain;1037;LU;8.264704240859784;47.132952993362956;de;2008-07-01
Rain;6026;00;Römerswil;1039;LU;8.2556041571264;47.14642642564078;de;2008-07-01
Römerswil LU;6027;00;Römerswil;1039;LU;8.249505221024432;47.17316179982803;de;2008-07-01
Herlisberg;6028;00;Römerswil;1039;LU;8.229580414945165;47.19601414887056;de;2008-07-01
Hochdorf;6280;00;Römerswil;1039;LU;8.271770091365855;47.16511739053257;de;2008-07-01
Urswil;6280;02;Römerswil;1039;LU;8.274946905307639;47.14977335702363;de;2008-07-01
Baldegg;6283;00;Römerswil;1039;LU;8.264288608891484;47.178042277507096;de;2008-07-01
Rothenburg;6023;00;Rothenburg;1040;LU;8.267161021250256;47.103306684583764;de;2008-07-01
Rain;6026;00;Rothenburg;1040;LU;8.28302205785931;47.118472778875216;de;2008-07-01
Neuenkirch;6206;00;Rothenburg;1040;LU;8.231488768633634;47.099237521179425;de;2008-07-01
Aesch LU;6287;00;Schongau;1041;LU;8.24672947990773;47.26652759467585;de;2008-07-01
Schongau;6288;00;Schongau;1041;LU;8.271542239322786;47.267103886480896;de;2008-07-01
Ebikon;6030;00;Adligenswil;1051;LU;8.355642876260811;47.0781503026271;de;2008-07-01
Adligenswil;6043;00;Adligenswil;1051;LU;8.368391668490698;47.0717316438402;de;2008-07-01
Ebikon;6030;00;Buchrain;1052;LU;8.346993041295958;47.090256291844405;de;2008-07-01
Buchrain;6033;00;Buchrain;1052;LU;8.3466688807963;47.101990571417616;de;2008-07-01
Perlen;6035;00;Buchrain;1052;LU;8.355597670644103;47.108922619949126;de;2008-07-01
Dierikon;6036;00;Dierikon;1053;LU;8.373694008415342;47.09370591920815;de;2008-07-01
Root;6037;00;Dierikon;1053;LU;8.368557371956792;47.10225936263222;de;2008-07-01
Luzern;6004;00;Ebikon;1054;LU;8.303032935081344;47.0660060452271;de;2008-07-01
Luzern;6006;00;Ebikon;1054;LU;8.315363634188941;47.06797854717696;de;2008-07-01
Emmenbrücke;6020;00;Ebikon;1054;LU;8.298709513364749;47.06727713060555;de;2008-07-01
Ebikon;6030;00;Ebikon;1054;LU;8.34288709434249;47.08093853646974;de;2008-07-01
Emmen;6032;00;Ebikon;1054;LU;8.316494929707778;47.07956978051411;de;2008-07-01
Gisikon;6038;00;Gisikon;1055;LU;8.400156356942691;47.12688384821351;de;2008-07-01
Weggis;6353;00;Greppen;1056;LU;8.440734555186596;47.05161028049071;de;2008-07-01
Greppen;6404;00;Greppen;1056;LU;8.439073468304734;47.05631752776969;de;2008-07-01
Gisikon;6038;00;Honau;1057;LU;8.408627580600326;47.12820744034463;de;2008-07-01
Honau;6038;02;Honau;1057;LU;8.408108053376164;47.13253763389005;de;2008-07-01
Luzern;6005;00;Horw;1058;LU;8.318001293068468;47.03103788300108;de;2008-07-01
St. Niklausen LU;6005;02;Horw;1058;LU;8.334413498000236;47.02750552754182;de;2014-11-01
Kastanienbaum;6047;00;Horw;1058;LU;8.331000986734992;47.00938179677034;de;2008-07-01
Horw;6048;00;Horw;1058;LU;8.312766696059594;47.01349137334953;de;2008-07-01
Hergiswil NW;6052;00;Horw;1058;LU;8.31161752756616;46.998558650751896;de;2008-07-01
Luzern;6005;00;Kriens;1059;LU;8.292933754932381;47.040633550540896;de;2008-07-01
Kriens;6010;00;Kriens;1059;LU;8.268982508564113;47.01632454339501;de;2008-07-01
Obernau;6012;00;Kriens;1059;LU;8.237417480888558;47.02766921076963;de;2008-07-01
Eigenthal;6013;00;Kriens;1059;LU;8.223724930214914;47.015257456462685;de;2008-07-01
Horw;6048;00;Kriens;1059;LU;8.303980495274173;47.021295927938155;de;2008-07-01
Luzern;6003;00;Luzern;1061;LU;8.297059748053874;47.05002942435689;de;2008-07-01
Luzern;6004;00;Luzern;1061;LU;8.29813922380168;47.060213436207164;de;2008-07-01
Luzern;6005;00;Luzern;1061;LU;8.314396550493923;47.03854968655349;de;2008-07-01
Luzern;6006;00;Luzern;1061;LU;8.344287830546827;47.05285166439327;de;2008-07-01
Luzern;6014;00;Luzern;1061;LU;8.24173296984837;47.05758694143725;de;2008-07-01
Luzern;6015;00;Luzern;1061;LU;8.277856714640482;47.06370452585225;de;2008-07-01
Hellbühl;6016;00;Luzern;1061;LU;8.220174585847644;47.07444488590606;de;2008-07-01
Emmenbrücke;6020;00;Luzern;1061;LU;8.262942037408237;47.06324801255147;de;2008-07-01
Kehrsiten;6365;00;Luzern;1061;LU;8.404820225673104;47.00105943325377;de;2008-07-01
Luzern;6014;00;Malters;1062;LU;8.233657998979856;47.05622791642415;de;2008-07-01
Hellbühl;6016;00;Malters;1062;LU;8.193520753112429;47.05853124674833;de;2008-07-01
Sigigen;6019;00;Malters;1062;LU;8.148073973168321;47.046398225323166;de;2008-07-01
Malters;6102;00;Malters;1062;LU;8.188597655742553;47.03460191480843;de;2008-07-01
Luzern;6006;00;Meggen;1063;LU;8.355132200062393;47.03833486080875;de;2008-07-01
Meggen;6045;00;Meggen;1063;LU;8.37040720356429;47.05087036276999;de;2008-07-01
Meierskappel;6344;00;Meierskappel;1064;LU;8.435729282828591;47.11637500940045;de;2008-07-01
Perlen;6035;00;Root;1065;LU;8.364726463159636;47.110677829637986;de;2008-07-01
Root;6037;00;Root;1065;LU;8.389934696829155;47.11049512881442;de;2008-07-01
Gisikon;6038;00;Root;1065;LU;8.403135833488607;47.12065208640604;de;2008-07-01
Root D4;6039;00;Root;1065;LU;8.373522509959978;47.10325358086489;de;2014-01-01
Udligenswil;6044;00;Root;1065;LU;8.4000807563484;47.105843356597816;de;2008-07-01
Eigenthal;6013;00;Schwarzenberg;1066;LU;8.210182516209125;46.980356817712135;de;2008-07-01
Schwarzenberg LU;6103;00;Schwarzenberg;1066;LU;8.172169552344492;46.99482913624699;de;2008-07-01
Udligenswil;6044;00;Udligenswil;1067;LU;8.398945424569385;47.09179774381128;de;2008-07-01
Vitznau;6354;00;Vitznau;1068;LU;8.49106880627371;47.014717134272104;de;2008-07-01
Rigi Kaltbad;6356;00;Vitznau;1068;LU;8.478086894396888;47.040020886935864;de;2008-07-01
Weggis;6353;00;Weggis;1069;LU;8.432591827256255;47.03897647981047;de;2008-07-01
Vitznau;6354;00;Weggis;1069;LU;8.47644079953355;47.03067406343367;de;2008-07-01
Rigi Kaltbad;6356;00;Weggis;1069;LU;8.469350418489968;47.03613226160505;de;2008-07-01
Neudorf;6025;00;Beromünster;1081;LU;8.206999356853013;47.17814778181651;de;2008-07-01
Herlisberg;6028;00;Beromünster;1081;LU;8.221231085563034;47.20690808666968;de;2008-07-01
Beromünster;6215;00;Beromünster;1081;LU;8.202623911778328;47.21036109626325;de;2008-07-01
Schwarzenbach LU;6215;02;Beromünster;1081;LU;8.21241435358933;47.23630046883163;de;2008-07-01
Rickenbach LU;6221;00;Beromünster;1081;LU;8.150765506256569;47.20041623015794;de;2008-07-01
Gunzwil;6222;00;Beromünster;1081;LU;8.17079940961319;47.192772121513805;de;2008-07-01
Büron;6233;00;Büron;1082;LU;8.095181378886553;47.21384349677921;de;2008-07-01
Buttisholz;6018;00;Buttisholz;1083;LU;8.09554782126245;47.114120836390796;de;2008-07-01
Grosswangen;6022;00;Buttisholz;1083;LU;8.083459040045563;47.13160534359103;de;2008-07-01
Eich;6205;00;Eich;1084;LU;8.17373609860894;47.15852690741946;de;2008-07-01
Schenkon;6214;00;Eich;1084;LU;8.152961938763676;47.16695781946653;de;2008-07-01
Geuensee;6232;00;Geuensee;1085;LU;8.120065917269358;47.20296186435105;de;2008-07-01
Grosswangen;6022;00;Grosswangen;1086;LU;8.05476725620657;47.13284318920423;de;2008-07-01
Hildisrieden;6024;00;Hildisrieden;1088;LU;8.23492434538991;47.14634556770011;de;2008-07-01
St. Erhard;6212;00;Knutwil;1089;LU;8.070966292226622;47.182161102358954;de;2008-07-01
Knutwil;6213;00;Knutwil;1089;LU;8.070746841632822;47.2022714622983;de;2008-07-01
Sursee;6210;00;Mauensee;1091;LU;8.091305892208513;47.171431970879866;de;2008-07-01
Kaltbach;6212;02;Mauensee;1091;LU;8.055187436959933;47.180385916432506;de;2008-07-01
Mauensee;6216;00;Mauensee;1091;LU;8.07095949731753;47.16327089217781;de;2008-07-01
Wauwil;6242;00;Mauensee;1091;LU;8.042617983147956;47.18382413144631;de;2008-07-01
Hellbühl;6016;00;Neuenkirch;1093;LU;8.19557026670931;47.072465079600164;de;2008-07-01
Rothenburg;6023;00;Neuenkirch;1093;LU;8.232209003984474;47.11121388190641;de;2008-07-01
Hildisrieden;6024;00;Neuenkirch;1093;LU;8.228113405633882;47.13379783026064;de;2008-07-01
Sempach Station;6203;00;Neuenkirch;1093;LU;8.210936214196876;47.118770941186995;de;2008-07-01
Sempach;6204;00;Neuenkirch;1093;LU;8.225897000879055;47.13052178673352;de;2008-07-01
Neuenkirch;6206;00;Neuenkirch;1093;LU;8.201771490502672;47.096091491541095;de;2008-07-01
Nottwil;6207;00;Neuenkirch;1093;LU;8.16062007442368;47.11315976226973;de;2008-07-01
Nottwil;6207;00;Nottwil;1094;LU;8.13737972430764;47.127496753268005;de;2008-07-01
Buttisholz;6018;00;Oberkirch;1095;LU;8.098759372147754;47.14042198162651;de;2008-07-01
Nottwil;6207;00;Oberkirch;1095;LU;8.112075434334047;47.141421709262715;de;2008-07-01
Oberkirch LU;6208;00;Oberkirch;1095;LU;8.10228800094898;47.15278807431093;de;2008-07-01
Sursee;6210;00;Oberkirch;1095;LU;8.098522023897914;47.1671812479332;de;2008-07-01
Mauensee;6216;00;Oberkirch;1095;LU;8.090932265372592;47.166889320854395;de;2008-07-01
Pfeffikon LU;5735;00;Rickenbach (LU);1097;LU;8.162245467711566;47.24649854722126;de;2008-07-01
Rickenbach LU;6221;00;Rickenbach (LU);1097;LU;8.14997740908003;47.215407567824876;de;2008-07-01
Hellbühl;6016;00;Ruswil;1098;LU;8.183152924424927;47.073103146760786;de;2008-07-01
Ruswil;6017;00;Ruswil;1098;LU;8.131595037374643;47.082429731442794;de;2008-07-01
Buttisholz;6018;00;Ruswil;1098;LU;8.095947313480142;47.098143085284725;de;2008-07-01
Sigigen;6019;00;Ruswil;1098;LU;8.137833896272276;47.061064114676235;de;2008-07-01
Schachen LU;6105;00;Ruswil;1098;LU;8.132197226996174;47.04740053607777;de;2008-07-01
Werthenstein;6106;00;Ruswil;1098;LU;8.111678297977805;47.05583119576392;de;2008-07-01
Wolhusen;6110;00;Ruswil;1098;LU;8.092049244210594;47.065210534978796;de;2008-07-01
Neuenkirch;6206;00;Ruswil;1098;LU;8.171604470182306;47.089659532342495;de;2008-07-01
Nottwil;6207;00;Ruswil;1098;LU;8.134085054043856;47.11305679921192;de;2008-07-01
Sursee;6210;00;Schenkon;1099;LU;8.124045114229137;47.17520494411565;de;2008-07-01
Schenkon;6214;00;Schenkon;1099;LU;8.132169717890749;47.18389786744115;de;2008-07-01
Gunzwil;6222;00;Schenkon;1099;LU;8.154514369260557;47.17342973067906;de;2008-07-01
Schlierbach;6231;00;Schlierbach;1100;LU;8.11865353775231;47.229256725179674;de;2008-07-01
Hildisrieden;6024;00;Sempach;1102;LU;8.206575312616755;47.158180879846014;de;2008-07-01
Sempach;6204;00;Sempach;1102;LU;8.206339506040853;47.136172868684056;de;2008-07-01
Sursee;6210;00;Sursee;1103;LU;8.104432321303175;47.17732623135036;de;2008-07-01
Knutwil;6213;00;Triengen;1104;LU;8.07161782726238;47.21393579692238;de;2008-07-01
Triengen;6234;00;Triengen;1104;LU;8.082629012172662;47.23654825034145;de;2008-07-01
Kulmerau;6234;01;Triengen;1104;LU;8.089460698100861;47.25343523040264;de;2008-07-01
Winikon;6235;00;Triengen;1104;LU;8.042527269821683;47.23088243933777;de;2008-07-01
Wilihof;6236;00;Triengen;1104;LU;8.061029317504785;47.2206130166485;de;2008-07-01
Wolhusen;6110;00;Wolhusen;1107;LU;8.081725912259865;47.055430499129024;de;2008-07-01
Steinhuserberg;6114;00;Wolhusen;1107;LU;8.041206111884533;47.045354334457116;de;2008-07-01
Menznau;6122;00;Wolhusen;1107;LU;8.040636582677383;47.05567986775277;de;2008-07-01
Alberswil;6248;00;Alberswil;1121;LU;7.993386971038046;47.14784729400629;de;2008-07-01
Altbüron;6147;00;Altbüron;1122;LU;7.894079118106799;47.19079084965719;de;2008-07-01
Zell LU;6144;00;Altishofen;1123;LU;7.929495387854952;47.162106188291716;de;2008-07-01
Nebikon;6244;00;Altishofen;1123;LU;7.9644278581521855;47.183219776517554;de;2008-07-01
Ebersecken;6245;00;Altishofen;1123;LU;7.939335890193095;47.18063891003592;de;2008-07-01
Altishofen;6246;00;Altishofen;1123;LU;7.959117353406125;47.2034744768186;de;2008-07-01
Schötz;6247;00;Altishofen;1123;LU;7.960933345492505;47.16903096010677;de;2008-07-01
Richenthal;6263;00;Altishofen;1123;LU;7.947701446302561;47.202806220784076;de;2008-07-01
Buchs LU;6211;01;Dagmersellen;1125;LU;8.036778644251955;47.20208375652068;de;2008-07-01
Winikon;6235;00;Dagmersellen;1125;LU;8.029019627881901;47.22988624491256;de;2008-07-01
Altishofen;6246;00;Dagmersellen;1125;LU;7.959098616802791;47.214215209124156;de;2008-07-01
Dagmersellen;6252;00;Dagmersellen;1125;LU;7.997871681610711;47.2145899400655;de;2008-07-01
Uffikon;6253;00;Dagmersellen;1125;LU;8.027097049244512;47.21597632405796;de;2008-07-01
Reidermoos;6260;02;Dagmersellen;1125;LU;8.011915397632915;47.234520446526375;de;2008-07-01
Egolzwil;6243;00;Egolzwil;1127;LU;8.000175149175574;47.17980594353899;de;2008-07-01
Nebikon;6244;00;Egolzwil;1127;LU;7.978435927945914;47.18480937972877;de;2008-07-01
Grosswangen;6022;00;Ettiswil;1128;LU;8.03177041224178;47.143538708653146;de;2008-07-01
Kottwil;6217;00;Ettiswil;1128;LU;8.041798196718771;47.16284271169423;de;2008-07-01
Ettiswil;6218;00;Ettiswil;1128;LU;8.017156815740776;47.14642515067362;de;2008-07-01
Alberswil;6248;00;Ettiswil;1128;LU;8.004083495446375;47.13738288227026;de;2008-07-01
Fischbach LU;6145;00;Fischbach;1129;LU;7.904235124721291;47.15294094556098;de;2008-07-01
Hüswil;6152;00;Fischbach;1129;LU;7.89074890661877;47.13124368503668;de;2008-07-01
Ufhusen;6153;00;Fischbach;1129;LU;7.888505699675819;47.128006609624684;de;2008-07-01
Fischbach LU;6145;00;Grossdietwil;1131;LU;7.8870968873648595;47.15048093588555;de;2008-07-01
Grossdietwil;6146;00;Grossdietwil;1131;LU;7.896414859762026;47.16894066481302;de;2008-07-01
Altbüron;6147;00;Grossdietwil;1131;LU;7.9043171405539825;47.19483419545194;de;2008-07-01
Ebersecken;6245;00;Grossdietwil;1131;LU;7.926401646855539;47.187732444249136;de;2008-07-01
Menzberg;6125;00;Hergiswil bei Willisau;1132;LU;7.981219760063645;47.04301034224377;de;2008-07-01
Willisau;6130;00;Hergiswil bei Willisau;1132;LU;7.977180176956432;47.08717175042608;de;2008-07-01
Rohrmatt;6132;00;Hergiswil bei Willisau;1132;LU;7.97902111376446;47.075234449185906;de;2008-07-01
Hergiswil b. Willisau;6133;00;Hergiswil bei Willisau;1132;LU;7.9560292970800734;47.0615811822867;de;2008-07-01
Luthern;6156;00;Hergiswil bei Willisau;1132;LU;7.927876449359943;47.07775276629503;de;2008-07-01
Eriswil;4952;00;Luthern;1135;LU;7.872936140376925;47.04875179333526;de;2008-07-01
Ufhusen;6153;00;Luthern;1135;LU;7.90438200653674;47.0961118114046;de;2008-07-01
Hofstatt;6154;00;Luthern;1135;LU;7.9004496621010745;47.0791706915605;de;2008-07-01
Luthern;6156;00;Luthern;1135;LU;7.902685452464654;47.051647545900224;de;2008-07-01
Luthern Bad;6156;02;Luthern;1135;LU;7.918003897983116;47.02819209526998;de;2008-07-01
Wolhusen;6110;00;Menznau;1136;LU;8.022938167281758;47.0310070966826;de;2008-07-01
Menznau;6122;00;Menznau;1136;LU;8.03856419605625;47.0818549220097;de;2008-07-01
Geiss;6123;00;Menznau;1136;LU;8.063472876405482;47.09114989824493;de;2008-07-01
Menzberg;6125;00;Menznau;1136;LU;7.999669426933525;47.03721553334013;de;2008-07-01
Willisau;6130;00;Menznau;1136;LU;8.030915300775913;47.10369828597563;de;2008-07-01
Nebikon;6244;00;Nebikon;1137;LU;7.987253890977198;47.1917481759918;de;2008-07-01
St. Urban;4915;00;Pfaffnau;1139;LU;7.857132970359495;47.218202888455885;de;2008-07-01
Altbüron;6147;00;Pfaffnau;1139;LU;7.86259431796179;47.201530489286675;de;2008-07-01
Pfaffnau;6264;00;Pfaffnau;1139;LU;7.900699112388791;47.229361582083584;de;2008-07-01
Roggliswil;6265;00;Pfaffnau;1139;LU;7.903982895967664;47.20361820331941;de;2008-07-01
Dagmersellen;6252;00;Reiden;1140;LU;7.9722592112900506;47.23155138105079;de;2008-07-01
Reiden;6260;00;Reiden;1140;LU;7.97681811826212;47.24408850836565;de;2008-07-01
Reidermoos;6260;02;Reiden;1140;LU;7.994710007510672;47.24977374395421;de;2008-07-01
Hintermoos;6260;03;Reiden;1140;LU;8.014783639729261;47.25936034149547;de;2008-07-01
Mehlsecken;6260;04;Reiden;1140;LU;7.957265366066826;47.24451847956514;de;2008-07-01
Langnau b. Reiden;6262;00;Reiden;1140;LU;7.948166281211786;47.230223586502476;de;2008-07-01
Richenthal;6263;00;Reiden;1140;LU;7.932114383885136;47.21123231852073;de;2008-07-01
Roggliswil;6265;00;Roggliswil;1142;LU;7.883764893929469;47.21350390656199;de;2008-07-01
Ohmstal;6143;00;Schötz;1143;LU;7.954116389215126;47.15986005706806;de;2008-07-01
Schötz;6247;00;Schötz;1143;LU;7.987572034776178;47.16604703539042;de;2008-07-01
Eriswil;4952;00;Ufhusen;1145;LU;7.880937831579124;47.086198096358636;de;2008-07-01
Gondiswil;4955;00;Ufhusen;1145;LU;7.884986746889005;47.12800021049018;de;2008-07-01
Ufhusen;6153;00;Ufhusen;1145;LU;7.897803872763893;47.10777318630824;de;2008-07-01
Wauwil;6242;00;Wauwil;1146;LU;8.03082009739146;47.18428723709199;de;2008-07-01
Wikon;4806;00;Wikon;1147;LU;7.970505855959307;47.26549054103887;de;2008-07-01
Reidermoos;6260;02;Wikon;1147;LU;8.002414282682384;47.26188980950188;de;2008-07-01
Hintermoos;6260;03;Wikon;1147;LU;7.996165508463712;47.270832666793794;de;2008-07-01
Zell LU;6144;00;Zell (LU);1150;LU;7.926897645003;47.137873169504616;de;2008-07-01
Hüswil;6152;00;Zell (LU);1150;LU;7.904943366548851;47.12902254921831;de;2008-07-01
Ufhusen;6153;00;Zell (LU);1150;LU;7.917866344767677;47.111026469625614;de;2008-07-01
Menznau;6122;00;Willisau;1151;LU;8.022505514233238;47.09361817167719;de;2008-07-01
